,Referee R0 G0 - Professor,Referee R1 G0 - PhD-Student,Referee R2 G0 - Researcher,Referee R3 G0 - Researcher,Referee R4 G0 - Professor,Referee R5 G0 - Researcher,Referee R6 G0 - Professor,Referee R7 G0 - Professor,Referee R8 G0 - Researcher,Referee R9 G0 - Researcher,Referee R10 G0 - PhD-Student,Referee R11 G0 - Professor,Referee R12 G0 - Researcher,Referee R13 G0 - PhD-Student,Referee R14 G0 - Professor,Referee R15 G0 - PhD-Student,Referee R16 G0 - Researcher,Referee R17 G0 - Professor,Referee R18 G0 - Researcher,Referee R19 G0 - Researcher,Referee R20 G1 - Researcher,Referee R21 G1 - PhD-Student,Referee R22 G1 - Professor,Referee R23 G1 - PhD-Student,Referee R24 G1 - Researcher,Referee R25 G1 - PhD-Student,Referee R26 G1 - Professor,Referee R27 G1 - Professor,Referee R28 G1 - PhD-Student,Referee R29 G1 - Professor,Referee R30 G1 - Professor,Referee R31 G1 - PhD-Student,Referee R32 G1 - Researcher,Referee R33 G1 - Professor,Referee R34 G1 - Professor,Referee R35 G1 - Researcher,Referee R36 G1 - PhD-Student,Referee R37 G1 - Researcher,Referee R38 G1 - PhD-Student,Referee R39 G1 - Researcher,Referee R40 G2 - PhD-Student,Referee R41 G2 - PhD-Student,Referee R42 G2 - Professor,Referee R43 G2 - Researcher,Referee R44 G2 - PhD-Student,Referee R45 G2 - Professor,Referee R46 G2 - Professor,Referee R47 G2 - Professor,Referee R48 G2 - PhD-Student,Referee R49 G2 - PhD-Student,Referee R50 G2 - PhD-Student,Referee R51 G2 - Researcher,Referee R52 G2 - PhD-Student,Referee R53 G2 - PhD-Student,Referee R54 G2 - Professor,Referee R55 G2 - Researcher,Referee R56 G2 - Researcher,Referee R57 G2 - Researcher,Referee R58 G2 - PhD-Student,Referee R59 G2 - Researcher,Referee R60 G3 - PhD-Student,Referee R61 G3 - Professor,Referee R62 G3 - PhD-Student,Referee R63 G3 - Professor,Referee R64 G3 - Professor,Referee R65 G3 - PhD-Student,Referee R66 G3 - PhD-Student,Referee R67 G3 - Researcher,Referee R68 G3 - Professor,Referee R69 G3 - PhD-Student,Referee R70 G3 - Researcher,Referee R71 G3 - PhD-Student,Referee R72 G3 - Researcher,Referee R73 G3 - Researcher,Referee R74 G3 - Professor,Referee R75 G3 - PhD-Student,Referee R76 G3 - Researcher,Referee R77 G3 - PhD-Student,Referee R78 G3 - Researcher,Referee R79 G3 - PhD-Student,Referee R80 G4 - PhD-Student,Referee R81 G4 - PhD-Student,Referee R82 G4 - Professor,Referee R83 G4 - Researcher,Referee R84 G4 - Professor,Referee R85 G4 - Researcher,Referee R86 G4 - Researcher,Referee R87 G4 - PhD-Student,Referee R88 G4 - Professor,Referee R89 G4 - Researcher,Referee R90 G4 - Researcher,Referee R91 G4 - Researcher,Referee R92 G4 - Researcher,Referee R93 G4 - PhD-Student,Referee R94 G4 - PhD-Student,Referee R95 G4 - Professor,Referee R96 G4 - Professor,Referee R97 G4 - Researcher,Referee R98 G4 - Professor,Referee R99 G4 - PhD-Student
Student S164 G3 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S165 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S166 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S167 G3 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S168 G3 - PhD-Student,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S169 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S170 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S171 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S172 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S173 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False
Student S174 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S175 G3 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S176 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S177 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S178 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S179 G3 - Master-Student,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S180 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S181 G3 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S182 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S183 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S184 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S185 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S186 G3 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S187 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S188 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S189 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S190 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S191 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S192 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S193 G3 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S194 G3 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S195 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S196 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S197 G3 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S198 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S199 G3 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S200 G4 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S201 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S202 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S203 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S204 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S205 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S206 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S207 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S208 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S209 G4 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S210 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S211 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S212 G4 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S213 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S214 G4 - PhD-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S215 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S216 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S217 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S218 G4 - Undergraduate-Student,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Student S219 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
Student S220 G4 - Master-Student,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False
